【76V22】特別支援学校小学部・中学部学習指導要領（平成21年告示：平成27年一部改正）コード表　Ver 2.2,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
生活,111,"１　目標
日常生活の基本的な習慣を身に付け，集団生活への参加に必要な態度や技能を養うとともに，自分と身近な社会や自然とのかかわりについて関心を深め，  自立的な生活をするための基礎的能力と態度を育てる。",7870202000000000
生活,112,２　内容,7870203000000000
生活,113,○１段階,78702a3000000000
生活,114,(1)  日常生活に必要な身辺処理を求めたり， 教師と一緒に行ったりする。,78702a3100000000
生活,115,(2) 教師と一緒に健康で安全な生活をする。,78702a3200000000
生活,116,(3) 教師や友達と同じ場所で遊ぶ。,78702a3300000000
生活,117,(4) 教師と一緒に身近な人に簡単なあいさつをする。,78702a3400000000
生活,118,(5) 教師と一緒に集団活動に参加する。,78702a3500000000
生活,119,(6) 教師と一緒に簡単な手伝いや仕事をする。,78702a3600000000
生活,120,(7) 教師と一緒に日常生活の簡単なきまりに従って行動する。,78702a3700000000
生活,121,(8) 教師と一緒に日課に沿って行動する。,78702a3800000000
生活,122,(9) 教師と一緒に簡単な買い物をする。,78702a3900000000
生活,123,(10) 身近な自然の中で， 教師と一緒に遊んだり，  自然や生き物に興味や関心をもったりする。,78702a3A00000000
生活,124,(11) 家族や家の近所などの様子に興味や関心をもつ。,78702a3B00000000
生活,125,(12) 身近な公共施設や公共物などを教師と一緒に利用する。,78702a3C00000000
生活,126,○２段階,78702b3000000000
生活,127,(1) 教師の援助を受けながら 日常生活に必要な身辺処理をする。,78702b3100000000
生活,128,(2) 教師の援助を受けながら健康で安全な生活をする。,78702b3200000000
生活,129,(3) 教師や友達と簡単なきまりのある遊びをする。,78702b3300000000
生活,130,(4) 教師の援助を受けながら身近な人にあいさつや話をするなどのかかわりをもつ。,78702b3400000000
生活,131,(5)集団活動に参加し，簡単な係活動をする。,78702b3500000000
生活,132,(6) 教師の援助を受けながら簡単な手伝いや仕事をする。,78702b3600000000
生活,133,(7)  日常生活に必要な簡単なきまりやマナーに気付き， それらを守って行動する。,78702b3700000000
生活,134,(8) 教師の援助を受けながら日課に沿って行動する。,78702b3800000000
生活,135,(9) 決まった額の買い物をして， 金銭の必要なことが分かる。,78702b3900000000
生活,136,(10) 身近な自然の中で遊んだり，動植物を育てたりして自然や生き物への興味や関心を深める。,78702b3A00000000
生活,137,(11) 家族の役割や身近な地域の様子に興味や関心をもち，  自分と家庭や社会とのかかわりに気付く。,78702b3B00000000
生活,138,(12) 教師の援助を受けながら身近な公共施設や公共物などを利用する。,78702b3C00000000
生活,139,○３段階,78702c3000000000
生活,140,(1)  日常生活に必要な身辺処理を自分でする。,78702c3100000000
生活,141,(2)健康や身体の変化に関心をもち，健康で安全な生活をするように心掛ける。,78702c3200000000
生活,142,(3)友達とかかわりをもち， きまりを守って仲良く遊ぶ。,78702c3300000000
生活,143,(4) 身近な人と自分とのかかわりが分かり， 簡単な応対などをする。,78702c3400000000
生活,144,(5)進んで集団生活に参加し，簡単な役割を果たす。,78702c3500000000
生活,145,(6)  日常生活で簡単な手伝いや仕事を進んでする。,78702c3600000000
生活,146,(7)  日常生活に必要な簡単なきまりやマナーが分かり， それらを守って行動する。,78702c3700000000
生活,147,(8)  日常生活でのおよその予定が分かり， 見通しをもって行動する。,78702c3800000000
生活,148,(9)簡単な買い物をして，金銭の取扱いに慣れる。,78702c3900000000
生活,149,(10) 身近な自然の事物・現象に興味や関心を深め， その特徴や変化の様子を知る。,78702c3A00000000
生活,150,(11) 家庭や社会の様子に興味や関心を深め， その働きを知る。,78702c3B00000000
生活,151,(12) 身近な公共施設や公共物などを利用し， その働きを知る。,78702c3C00000000
国語,152,［国語］,7810000000000000
国語,153,"１　目標
日常生活に必要な国語を理解し， 伝え合う力を養うとともに， それらを表現する能力と態度を育てる。",7810202000000000
国語,154,２　内容,7810203000000000
国語,155,○１段階,78102a3000000000
国語,156,(1) 教師の話を聞いたり， 絵本などを読んでもらったりする。,78102a3100000000
国語,157,(2)教師などの話し掛けに応じ，表情，身振り，音声や簡単な言葉で表現する。,78102a3200000000
国語,158,(3) 教師と一緒に絵本などを楽しむ。,78102a3300000000
国語,159,(4) いろいろな筆記用具を使って書くことに親しむ。,78102a3400000000
国語,160,○２段階,78102b3000000000
国語,161,(1) 教師や友達などの話し言葉に慣れ， 簡単な説明や話し掛けが分かる。,78102b3100000000
国語,162,(2) 見聞きしたことなどを簡単な言葉で話す。,78102b3200000000
国語,163,(3)文字などに関心をもち，読もうとする。,78102b3300000000
国語,164,(4) 文字を書くことに興味をもつ。,78102b3400000000
国語,165,○３段階,78102c3000000000
国語,166,(1)身近な人の話を聞いて， 内容のあらましが分かる。,78102c3100000000
国語,167,(2) 見聞きしたことなどのあらましや自分の気持ちなどを教師や友達と話す。,78102c3200000000
国語,168,(3) 簡単な語句や短い文などを正しく読む。,78102c3300000000
国語,169,(4) 簡単な語句や短い文を平仮名などで書く。,78102c3400000000
算数,170,［算数］,7850200000000000
算数,171,"１　目標
具体的な操作などの活動を通して， 数量や図形などに関する初歩的なことを理解し， それらを扱う能力と態度を育てる。",7850202000000000
算数,172,２　内容,7850203000000000
算数,173,○１段階,78502a3000000000
算数,174,(1) 具体物があることが分かり， 見分けたり， 分類したりする。,78502a3100000000
算数,175,(2) 身近にあるものの大小や多少などに関心をもつ。,78502a3200000000
算数,176,(3) 身近にあるものの形の違いに気付く。,78502a3300000000
算数,177,○２段階,78502b3000000000
算数,178,(1) 身近にある具体物を数える。,78502b3100000000
算数,179,(2) 身近にあるものの長さやかさなどを比較する。,78502b3200000000
算数,180,(3) 基本的な図形や簡単な図表に関心をもつ。,78502b3300000000
算数,181,(4) 一日の時の移り変わりに気付く。,78502b3400000000
算数,182,○３段階,78502c3000000000
算数,183,(1) 初歩的な数の概念を理解し， 簡単な計算をする。,78502c3100000000
算数,184,(2) 身近にあるものの重さや広さなどが分かり， 比較する。,78502c3200000000
算数,185,(3) 基本的な図形が分かり， その図形を描いたり， 簡単な図表を作ったりする。,78502c3300000000
算数,186,(4) 時計や暦に関心をもつ。,78502c3400000000
音楽,187,［音楽］,7880200000000000
音楽,188,"１　目標
表現及び鑑賞の活動を通して， 音楽についての興味や関心をもち， その美しさや楽しさを味わうようにする。",7880202000000000
音楽,189,２　内容,7880203000000000
音楽,190,○１段階,78802a3000000000
音楽,191,(1) 音楽が流れている中で体を動かして楽しむ。,78802a3100000000
音楽,192,(2) 音の出るおもちゃで遊んだり， 扱いやすい打楽器などでいろいろな音を鳴らしたりして楽しむ。,78802a3200000000
音楽,193,○２段階,78802b3000000000
音楽,194,(1) 好きな音や音楽を聴いて楽しむ。,78802b3100000000
音楽,195,(2)友達や教師とともに簡単なリズムの特徴を感じ取って身体を動かす。,78802b3200000000
音楽,196,(3) 打楽器などを使ってリズム遊びや簡単な合奏をする。,78802b3300000000
音楽,197,(4) 好きな歌ややさしい旋律の一部分を楽しく歌う。,78802b3400000000
音楽,198,○３段階,78802c3000000000
音楽,199,(1) 身近な人の歌や演奏などを聴き， いろいろな音楽に関心をもつ。,78802c3100000000
音楽,200,(2) 音楽に合わせて簡単な身体表現をする。,78802c3200000000
音楽,201,(3)旋律楽器に親しみ， 簡単な楽譜を見ながらリズム合奏をする。,78802c3300000000
音楽,202,(4) やさしい歌を伴奏に合わせながら， 教師や友達などと一緒に歌ったり， 一人で歌ったりする。,78802c3400000000
図画工作,203,［図画工作］,7890200000000000
図画工作,204,"１　目標
初歩的な造形活動によって， 造形表現についての興味や関心をもち， 表現の喜びを味わうようにする。",7890202000000000
図画工作,205,２　内容,7890203000000000
図画工作,206,○１段階,78902a3000000000
図画工作,207,(1) かいたり， つくったり， 飾ったりすることに関心をもつ。,78902a3100000000
図画工作,208,(2)土，木，紙などの身近な材料をもとに造形遊びをする。,78902a3200000000
図画工作,209,○２段階,78902b3000000000
図画工作,210,(l) 見たことや感じたことを絵にかいたり， つくったり， それを飾ったりする。,78902b3100000000
図画工作,211,(2)粘土， クレヨン， はさみ， のりなどの身近な材料や用具を親しみながら使う。,78902b3200000000
図画工作,212,○３段階,78902c3000000000
図画工作,213,(1) 見たこと， 感じたことや想像したことを， 工夫して絵にかいたり， つくったり， それを飾ったり，使ったりする。,78902c3100000000
図画工作,214,(2) いろいろな材料や用具を工夫しながら，  目的に合わせて使う。,78902c3200000000
図画工作,215,(3)友達と作品を見せ合ったり， 造形品などの形や色， 表し方の面白さなどに気付いたりする。,78902c3300000000
体育,216,［体育］,78G0200000000000
体育,217,"１　目標
適切な運動の経験を通して， 健康の保持増進と体力の向上を図り， 楽しく明るい生活を営む態度を育てる。",78G0202000000000
体育,218,２　内容,78G0203000000000
体育,219,○１段階,78G02a3000000000
体育,220,(1) 教師と一緒に， 楽しく手足を動かしたり， 歩く， 走るなどの基本的な運動をしたりする。,78G02a3100000000
体育,221,(2)いろいろな器械・器具・用具を使った遊び，表現遊び，水遊びなどを楽しく行う。,78G02a3200000000
体育,222,(3)簡単な合図や指示に従って， 楽しく運動をする。,78G02a3300000000
体育,223,○２段階,78G02b3000000000
体育,224,(1)歩く，走る，跳ぶなどの基本的な運動に慣れる。,78G02b3100000000
体育,225,(2)いろいろな器械・器具・用具を使った運動，表現運動，水の中での運動などに親しむ。,78G02b3200000000
体育,226,(3)簡単なきまりを守り，友達とともに安全に運動をする。,78G02b3300000000
体育,227,○３段階,78G02c3000000000
体育,228,(1) 歩く， 走る， 跳ぶなどの基本的な運動を姿勢や動きを変えるなどしていろいろな方法で行う。,78G02c3100000000
体育,229,(2)いろいろな器械・器具・用具を使った運動，表現運動，水の中での運動などをする。,78G02c3200000000
体育,230,(3) いろいろなきまりを守り， 友達と協力して安全に運動をする。,78G02c3300000000
各教科（小学部）,231,第２　指導計画の作成と各教科全体にわたる内容の取扱い,78n0300000000000
各教科（小学部）,232,１   指導計画の作成に当たっては， 個々の児童の知的障害の状態や経験等を考慮しながら， 各教科の相当する段階の内容の中から実際に指導する内容を選定し， 配列して， 具体的に指導内容を設定するものとする。,78n0300100000000
各教科（小学部）,233,２   個々の児童の実態に即して，生活に結び付いた効果的な指導を行うとともに，児童が見通しをもって， 意欲的に学習活動に取り組むことができるよう配慮するものとする。,78n0300200000000
各教科（小学部）,234,３   児童の実態に即して学習環境を整えるなど， 安全に留意するものとする。,78n0300300000000
各教科（小学部）,235,４   家庭等との連携を図り， 児童が学習の成果を実際の生活に生かすことができるよう配慮するものとする。,78n0300400000000
各教科（小学部）,236,５   児童の知的障害の状態や経験等に応じて，教材・教具や補助用具などを工夫するとともに，コンピュータ等の情報機器などを有効に活用し， 指導の効果を高めるようにするものとする。,78n0300500000000
各教科（中学部）,237,第２節　中学部,76n0000000000020
各教科（中学部）,238,"第１款  視覚障害者， 聴覚障害者， 肢体不自由者又は病弱者である生徒に対する教育を行う特別支援学校
各教科の目標， 各学年， 各分野又は各言語の目標及び内容並びに指導計画の作成と内容の取扱いについては， 中学校学習指導要領第２章に示すものに準ずるものとする。
指導計画の作成と内容の取扱いに当たっては， 生徒の障害の状態や特性等を十分考慮するとともに， 第２章第１節第１款において特に示している事項に配慮するものとする。",79n0000000000000
各教科（中学部）,239,第２款  知的障害者である生徒に対する教育を行う特別支援学校,7An0000000000000
各教科（中学部）,240,第１　各教科の目標及び内容,7An0200000000000
国語,241,［国語］,7A10200000000000
国語,242,"１　目標
日常生活に必要な国語についての理解を深め， 伝え合う力を高めるとともに， それらを活用する能力と態度を育てる。",7A10202000000000
国語,243,２　内容,7A10203000000000
国語,244,(1) 話のおよその内容を聞き取る。,7A10203100000000
国語,245,(2) 見聞きしたことや経験したこと，  自分の意見などを相手に分かるように話す。,7A10203200000000
国語,246,(3)簡単な語句， 文及び文章などを正しく読む。,7A10203300000000
国語,247,(4) 簡単な手紙や日記などの内容を順序立てて書く。,7A10203400000000
社会,248,［社会］,7A20200000000000
社会,249,"１　目標
社会の様子， 働きや移り変わりについての関心と理解を深め， 社会生活に必要な基礎的な能力と態度を育てる。",7A20202000000000
社会,250,２　内容,7A20203000000000
社会,251,(1)集団生活の中での役割を理解し，  自分の意見を述べたり，相手の立場を考えたりして，互いに協力し合う。,7A20203100000000
社会,252,(2)社会生活に必要ないろいろなきまりがあることを知り， それらを守る。,7A20203200000000
社会,253,(3)  日常生活に関係の深い公共施設や公共物などの働きが分かり， それらを利用する。,7A20203300000000
社会,254,(4)  日常生活で経験する社会の出来事や情報メディアなどに興味や関心をもち， 生産， 消費などの経済活動に関する初歩的な事柄を理解する。,7A20203400000000
社会,255,(5) 自分が住む地域を中心に， 我が国のいろいろな地域の様子や社会の移り変わりに関心をもつ。,7A20203500000000
社会,256,(6) 外国の様子や世界の出来事などに興味や関心をもつ。,7A20203600000000
数学,257,［数学］,7A50200000000000
数学,258,"１　目標
日常生活に必要な数量や図形などに関する初歩的な事柄についての理解を深め， それらを扱う能力と態度を育てる。",7A50202000000000
数学,259,２　内容,7A50203000000000
数学,260,(1)  日常生活における初歩的な数量の処理や計算をする。,7A50203100000000
数学,261,(2)長さ・重さなどの単位が分かり，測定する。,7A50203200000000
数学,262,(3)図形の特徴や図表の内容を理解し，作成する。,7A50203300000000
数学,263,(4)金銭や時計・暦などの使い方に慣れる。,7A50203400000000
理科,264,［理科］,7A60200000000000
理科,265,"１　目標
日常生活に関係の深い自然の仕組みや働きなどに関する初歩的な事柄についての理解を図り，科学的な見方や考え方を養うとともに，  自然を大切にする態度を育てる。",7A60202000000000
理科,266,２　内容,7A60203000000000
理科,267,(1) 人の体の主なつくりや働きに関心をもつ。,7A60203100000000
理科,268,(2) 身近な生物の特徴， その成長及び活動の様子に関心をもつ。,7A60203200000000
理科,269,(3)  日常生活に関係の深い事物や機械・器具の仕組みと扱いについての初歩的な知識をもつ。,7A60203300000000
理科,270,(4) 自然の事物・現象についての興味を広げ，  日常生活との関係を知る。,7A60203400000000
音楽,271,［音楽］,7A80200000000000
音楽,272,"１　目標
表現及び鑑賞の能力を培い， 音楽についての興味や関心を深め， 生活を明るく楽しいものにする態度と習慣を育てる。",7A80202000000000
音楽,273,２　内容,7A80203000000000
音楽,274,(1) いろいろな音楽を楽器の音色などに関心をもって聴く。,7A80203100000000
音楽,275,(2) 音楽を聴いて感じたことを動作で表現したり，  リズムに合わせて身体表現をしたりする。,7A80203200000000
音楽,276,(3) 打楽器や旋律楽器などを使って，  自由に演奏したり， 合奏や独奏をしたりする。,7A80203300000000
音楽,277,(4)歌詞やリズムなどに気を付けて，独唱，斉唱，簡単な輪唱などをする。,7A80203400000000
美術,278,［美術］,7AA0200000000000
美術,279,"１　目標
造形活動によって， 表現及び鑑賞の能力を培い， 豊かな情操を養う。",7AA0202000000000
美術,280,２　内容,7AA0203000000000
美術,281,(1)経験や想像をもとに，計画を立てて，絵をかいたり，作品をつくったり，それらを飾ったりする。,7AA0203100000000
美術,282,(2) いろいろな材料や用具などの扱い方を理解して使う。,7AA0203200000000
美術,283,(3) 自然や造形品の美しさなどに親しみをもつ。,7AA0203300000000
保健体育,284,［保健体育］,7AG0200000000000
保健体育,285,"１　目標
適切な運動の経験や健康・ 安全についての理解を通して， 健康の保持増進と体力の向上を図るとともに，明るく豊かな生活を営む態度を育てる。",7AG0202000000000
保健体育,286,２　内容,7AG0203000000000
保健体育,287,(1)体つくり運動，簡単なスポーツ，ダンスなどの運動をする。,7AG0203100000000
保健体育,288,(2) きまりや簡単なスポーツのルールなどを守り， 友達と協力して安全に運動をする。,7AG0203200000000
保健体育,289,(3) 自分の発育・発達に関心をもったり，健康・安全に関する初歩的な事柄を理解したりする。,7AG0203300000000
職業・家庭,290,［職業・家庭］,7AD0200000000000
職業・家庭,291,"１　目標
明るく豊かな職業生活や家庭生活が大切なことに気付くようにするとともに，職業生活及び家庭生活に必要な基礎的な知識と技能の習得を図り， 実践的な態度を育てる。",7AD0202000000000
職業・家庭,292,２　内容,7AD0203000000000
職業・家庭,293,(1)働くことに関心をもち， 作業や実習に参加し， 働く喜びを味わう。,7AD0203100000000
職業・家庭,294,(2) 職業に就くためには， 基礎的な知識と技能が必要であることを理解する。,7AD0203200000000
職業・家庭,295,(3) 道具や機械， 材料の扱い方などが分かり ， 安全や衛生に気を付けながら作業や実習をする。,7AD0203300000000
職業・家庭,296,(4) 自分の役割を理解し， 他の者と協力して作業や実習をする。,7AD0203400000000
職業・家庭,297,(5) 産業現場等における実習を通して， いろいろな職業や職業生活， 進路に関心をもつ。,7AD0203500000000
職業・家庭,298,(6) 家族がそれぞれの役割を分担していることを理解し， 楽しい家庭づくりをするために協力する。,7AD0203600000000
職業・家庭,299,(7) 家庭生活に必要な衣服とその着方， 食事や調理， 住まいや暮らし方などに関する基礎的な知識と技能を身に付ける。,7AD0203700000000
職業・家庭,300,(8) 職業生活や家庭生活で使われるコンピュータ等の情報機器の初歩的な扱いに慣れる。,7AD0203800000000
職業・家庭,301,(9) 家庭生活における余暇の過ごし方が分かる。,7AD0203900000000
外国語,302,［外国語］,7AH0200000000000
外国語,303,"１　目標
外国語に親しみ， 簡単な表現を通して， 外国語や外国への関心を育てる。",7AH0202000000000
外国語,304,２　内容,7AH0203000000000
外国語,305,英語,7AH1203000000000
外国語,306,(1) 身近な生活の中で見聞きする英語に興味や関心をもつ。,7AH1203100000000
外国語,307,(2) 簡単な英語を使って表現する。,7AH1203200000000
外国語,308,"その他の外国語
その他の外国語の内容については， 英語に準ずるものとする。",7AH2203000000000
各教科（中学部）,309,第２　指導計画の作成と各教科全体及び各教科の内容の取扱い,7An0300000000000
各教科（中学部）,310,１   指導計画の作成に当たっては， 個々の生徒の知的障害の状態や経験等を考慮しながら， 実際に指導する内容を選定し， 配列して， 具体的に指導内容を設定するものとする。,7An0300100000000
各教科（中学部）,311,２   個々の生徒の実態に即して，生活に結び付いた効果的な指導を行うとともに，生徒が見通しをもって， 意欲的に学習活動に取り組むことができるよう配慮するものとする。,7An0300200000000
各教科（中学部）,312,３   生徒の実態に即して学習環境を整えるなど， 安全に留意するものとする。,7An0300300000000
各教科（中学部）,313,４   家庭等との連携を図り， 生徒が学習の成果を実際の生活に生かすことができるよう配慮するものとする。,7An0300400000000
各教科（中学部）,314,５   生徒の知的障害の状態や経験等に応じて，教材・教具や補助用具などを工夫するとともに，コンピュータ等の情報機器などを有効に活用し， 指導の効果を高めるようにするものとする。,7An0300500000000
特別の教科　道徳,315,"第３章　特別の教科　道徳 
小学部又は中学部の道徳科の目標，内容及び指導計画の作成と内容の取扱いに
ついては，それぞれ小学校学習指導要領第３章又は中学校学習指導要領第３章に示すものに準ずるほか，次に示すところによるものとする。",76K0000000000001
特別の教科　道徳,316,１   児童又は生徒の障害による学習上又は生活上の困難を改善・克服して，強く生きようとする意欲を高め， 明るい生活態度を養うとともに， 健全な人生観の育成を図る必要があること。,76K0000100000000
特別の教科　道徳,317,２   各教科，外国語活動，総合的な学習の時間， 特別活動及び自立活動との関連を密にしながら，経験の拡充を図り， 豊かな道徳的心情を育て， 広い視野に立って道徳的判断や行動ができるように指導する必要があること。,76K0000200000000
特別の教科　道徳,318,３   知的障害者である児童又は生徒に対する教育を行う特別支援学校において， 内容の指導に当たっては， 個々の児童又は生徒の知的障害の状態や経験等に応じて， 適切に指導の重点を定め，指導内容を具体化し， 体験的な活動を取り入れるなどの工夫を行うこと。,76K0000300000000
外国語活動,319,"第４章　外国語活動
小学部における外国語活動の目標，内容及び指導計画の作成と内容の取扱いについては，小学校学習指導要領第４章に示すものに準ずるほか， 次の事項に配慮するものとする。",76L0000000000000
外国語活動,320,１   児童の障害の状態等に応じて，指導内容を適切に精選するとともに，その重点の置き方等を工夫すること。,76L0000100000000
外国語活動,321,２   指導に当たっては，  自立活動における指導との密接な関連を保ち， 学習効果を一層高めるようにすること。,76L0000200000000
総合的な学習の時間,322,"第５章　総合的な学習の時間
小学部又は中学部における総合的な学習の時間の目標，各学校において定める目標及び内容並びに指導計画の作成と内容の取扱いについては， それぞれ小学校学習指導要領第５章又は中学校学習指導要領第４章に示すものに準ずるほか， 次に示すところによるものとする。",76M0000000000000
総合的な学習の時間,323,１   児童又は生徒の障害の状態や発達の段階等を十分考慮し， 学習活動が効果的に行われるよう配慮すること。,76M0000100000000
総合的な学習の時間,324,２   体験活動に当たっては，安全と保健に留意するとともに，学習活動に応じて，小学校の児童又は中学校の生徒などと交流及び共同学習を行うよう配慮すること。,76M0000200000000
特別活動,325,"第６章　特別活動
小学部又は中学部の特別活動の目標， 各活動 ・ 学校行事の目標及び内容並びに指導計画の作成と内容の取扱いについては， それぞれ小学校学習指導要領第６章又は中学校学習指導要領第５章に示すものに準ずるほか， 次に示すところによるものとする。",76N0000000000000
特別活動,326,１   学級活動においては， 適宜他の学級や学年と合併するなどして， 少人数からくる種々の制約を解消し， 活発な集団活動が行われるようにする必要があること。,76N0000100000000
特別活動,327,２   児童又は生徒の経験を広めて積極的な態度を養い，社会性や豊かな人間性をはぐくむために，集団活動を通して小学校の児童又は中学校の生徒などと交流及び共同学習を行ったり， 地域の人々などと活動を共にしたりする機会を積極的に設ける必要があること。 その際， 児童又は生徒の障害の状態や特性等を考慮して， 活動の種類や時期， 実施方法等を適切に定めること。,76N0000200000000
特別活動,328,３   知的障害者である児童又は生徒に対する教育を行う特別支援学校において， 内容の指導に当たっては， 個々の児童又は生徒の知的障害の状態や経験等に応じて， 適切に指導の重点を定め，具体的に指導する必要があること。,76N0000300000000
自立活動,329,第７章　自立活動,76O0000000000000
自立活動,330,"第１　目標
個々の児童又は生徒が自立を目指し， 障害による学習上又は生活上の困難を主体的に改善・克服するために必要な知識， 技能， 態度及び習慣を養い，  もって心身の調和的発達の基盤を培う。",76O0100000000000
自立活動,331,第２　内容,76O0400000000000
自立活動,332,１   健康の保持,76O0400100000000
自立活動,333,(1) 生活のリズムや生活習慣の形成に関すること。,76O0400110000000
自立活動,334,(2) 病気の状態の理解と生活管理に関すること。,76O0400120000000
自立活動,335,(3) 身体各部の状態の理解と養護に関すること。,76O0400130000000
自立活動,336,(4)健康状態の維持・改善に関すること。,76O0400140000000
自立活動,337,２   心理的な安定,76O0400200000000
自立活動,338,(1) 情緒の安定に関すること。,76O0400210000000
自立活動,339,(2) 状況の理解と変化への対応に関すること。,76O0400220000000
自立活動,340,(3) 障害による学習上又は生活上の困難を改善・克服する意欲に関すること。,76O0400230000000
自立活動,341,３   人間関係の形成,76O0400300000000
自立活動,342,(1) 他者とのかかわりの基礎に関すること。,76O0400310000000
自立活動,343,(2) 他者の意図や感情の理解に関すること。,76O0400320000000
自立活動,344,(3) 自己の理解と行動の調整に関すること。,76O0400330000000
自立活動,345,(4)集団への参加の基礎に関すること。,76O0400340000000
自立活動,346,４   環境の把握,76O0400400000000
自立活動,347,(1) 保有する感覚の活用に関すること。,76O0400410000000
自立活動,348,(2)感覚や認知の特性への対応に関すること。,76O0400420000000
自立活動,349,(3) 感覚の補助及び代行手段の活用に関すること。,76O0400430000000
自立活動,350,(4) 感覚を総合的に活用した周囲の状況の把握に関すること。,76O0400440000000
自立活動,351,(5) 認知や行動の手掛かりとなる概念の形成に関すること。,76O0400450000000
自立活動,352,５   身体の動き,76O0400500000000
自立活動,353,(1) 姿勢と運動・動作の基本的技能に関すること。,76O0400510000000
自立活動,354,(2) 姿勢保持と運動・動作の補助的手段の活用に関すること。,76O0400520000000
自立活動,355,(3)  日常生活に必要な基本動作に関すること。,76O0400530000000
自立活動,356,(4) 身体の移動能力に関すること。,76O0400540000000
自立活動,357,(5) 作業に必要な動作と円滑な遂行に関すること。,76O0400550000000
自立活動,358,６   コミュニケーション,76O0400600000000
自立活動,359,(1)コミュニケーションの基礎的能力に関すること。,76O0400610000000
自立活動,360,(2) 言語の受容と表出に関すること。,76O0400620000000
自立活動,361,(3) 言語の形成と活用に関すること。,76O0400630000000
自立活動,362,(4) コミュニケーション手段の選択と活用に関すること。,76O0400640000000
自立活動,363,(5) 状況に応じたコミュニケーションに関すること。,76O0400650000000
自立活動,364,第３　指導計画の作成と内容の取扱い,76O0300000000000
自立活動,365,１   自立活動の指導に当たっては， 個々の児童又は生徒の障害の状態や発達の段階等の的確な把握に基づき， 指導の目標及び指導内容を明確にし， 個別の指導計画を作成するものとする。 その際，第２に示す内容の中からそれぞれに必要とする項目を選定し， それらを相互に関連付け，具体的に指導内容を設定するものとする。,76O0300100000000
自立活動,366,２   個別の指導計画の作成に当たっては， 次の事項に配慮するものとする。,76O0300200000000
自立活動,367,(1) 個々の児童又は生徒について， 障害の状態， 発達や経験の程度， 興味・関心， 生活や学習環境などの実態を的確に把握すること。,76O0300210000000
自立活動,368,(2) 実態把握に基づき， 長期的及び短期的な観点から指導の目標を設定し， それらを達成するために必要な指導内容を段階的に取り上げること。,76O0300220000000
自立活動,369,(3) 具体的に指導内容を設定する際には， 以下の点を考慮すること。,76O0300230000000
自立活動,370,ア  児童又は生徒が興味をもって主体的に取り組み， 成就感を味わうとともに自己を肯定的にとらえることができるような指導内容を取り上げること。,76O0300231000000
自立活動,371,イ  児童又は生徒が，障害による学習上又は生活上の困難を改善・克服しようとする意欲を高めることができるような指導内容を重点的に取り上げること。,76O0300232000000
自立活動,372,ウ  個々の児童又は生徒の発達の進んでいる側面を更に伸ばすことによって， 遅れている側面を補うことができるような指導内容も取り上げること。,76O0300233000000
自立活動,373,エ  個々の児童又は生徒が，活動しやすいように自ら環境を整えたり，必要に応じて周囲の人に支援を求めたりすることができるような指導内容も計画的に取り上げること。,76O0300234000000
自立活動,374,(4) 児童又は生徒の学習の状況や結果を適切に評価し， 個別の指導計画や具体的な指導の改善に生かすよう努めること。,76O0300240000000
自立活動,375,３  指導計画の作成に当たっては，各教科，道徳科，外国語活動，総合的な学習の時間及び特別活動の指導と密接な関連を保つようにし，計画的，組織的に指導が行われるようにするものとする。,76O0300300000001
自立活動,376,４   個々の児童又は生徒の実態に応じた具体的な指導方法を創意工夫し， 意欲的な活動を促すようにするものとする。,76O0300400000000
自立活動,377,５   重複障害者のうち自立活動を主として指導を行うものについては， 全人的な発達を促すために必要な基本的な指導内容を， 個々の児童又は生徒の実態に応じて設定し， 系統的な指導が展開できるようにするものとする。,76O0300500000000
自立活動,378,６   自立活動の時間における指導は， 専門的な知識や技能を有する教師を中心として， 全教師の協力の下に効果的に行われるようにするものとする。,76O0300600000000
自立活動,379,７   児童又は生徒の障害の状態により，必要に応じて，専門の医師及びその他の専門家の指導・助言を求めるなどして， 適切な指導ができるようにするものとする。,76O0300700000000
