【7BV11】特別支援学校高等部学習指導要領（平成21年告示）コード表　Ver 1.1,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
歯科技工,2095,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Ek4505200000000
歯科技工,2096,ア  内容の(1)については，  口腔及び口腔周囲の概要について扱うこと。,7Ek4505210000000
歯科技工,2097,イ   内容の(2)については， 天然歯の観察により， 歯の形態や歯群， 歯の消化器系器官としての意義等を扱うこと。,7Ek4505220000000
歯科技工,2098,［顎口腔機能学］,7Ek5500000000000
歯科技工,2099,"１　目標
顎口腔系器官の機能と形態を理解させるとともに， 咬合器の取扱い方を習得させ， 歯科技工を適切に行う能力と態度を育てる。",7Ek5502000000000
歯科技工,2100,２　内容,7Ek5503000000000
歯科技工,2101,(1) 顎口腔機能学概論,7Ek5503100000000
歯科技工,2102,ア  顎口腔系の機能， 形態及びその維持,7Ek5503110000000
歯科技工,2103,(2) 下顎運動と咬合,7Ek5503200000000
歯科技工,2104,ア  下顎位と下顎運動,7Ek5503210000000
歯科技工,2105,イ   咬合に関する指標等,7Ek5503220000000
歯科技工,2106,ウ  咬合様式,7Ek5503230000000
歯科技工,2107,(3)咬合器の取扱い,7Ek5503300000000
歯科技工,2108,ア  咬合器の機能と分類,7Ek5503310000000
歯科技工,2109,イ   平均値咬合器,7Ek5503320000000
歯科技工,2110,ウ  半調節性咬合器,7Ek5503330000000
歯科技工,2111,エ  全調節性咬合器,7Ek5503340000000
歯科技工,2112,(4)義歯及び修復物の咬合,7Ek5503400000000
歯科技工,2113,ア  修復物の咬合        ,7Ek5503410000000
歯科技工,2114,イ   部分床義歯と全部床義歯,7Ek5503420000000
歯科技工,2115,３　内容の取扱い,7Ek5505000000000
歯科技工,2116,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7Ek5505100000000
歯科技工,2117,ア  内容の(1)から(3)までについては， 有床義歯技工実習及び歯冠修復技工実習よりも先行して履修できるようにすること。,7Ek5505110000000
歯科技工,2118,イ   内容の(4)については，  「有床義歯技工学」及び「歯冠修復技工学」 と関連させながら扱うこと。,7Ek5505120000000
歯科技工,2119,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Ek5505200000000
歯科技工,2120,ア  内容の(1)については， 顎口腔系器官の機能を， その形態と関連させながら扱うこと。,7Ek5505210000000
歯科技工,2121,イ   内容の(2)については， 各種の咬合様式等に関して， 歯の接触関係を中心に扱うこと。,7Ek5505220000000
歯科技工,2122,ウ   内容の(3)については， 平均値咬合器と半調節性咬合器の取扱い方に重点を置いて指導し， 全調節性咬合器については， その概略を理解させることにとどめること。,7Ek5505230000000
歯科技工,2123,［有床義歯技工学］,7Ek6500000000000
歯科技工,2124,"１　目標
有床義歯技工に関する基礎的な知識と技術を習得させ， 歯科技工を適切に行う能力と態度を育てる。",7Ek6502000000000
歯科技工,2125,２　内容,7Ek6503000000000
歯科技工,2126,(1)全部床義歯技工学,7Ek6503100000000
歯科技工,2127,ア  全部床義歯の目的，分類，構成        ,7Ek6503110000000
歯科技工,2128,イ   全部床義歯技工の基礎知識,7Ek6503120000000
歯科技工,2129,ウ  全部床義歯の製作,7Ek6503130000000
歯科技工,2130,(2)部分床義歯技工学,7Ek6503200000000
歯科技工,2131,ア  部分床義歯の目的，分類，構成        ,7Ek6503210000000
歯科技工,2132,イ   部分床義歯技工の基礎知識,7Ek6503220000000
歯科技工,2133,ウ  部分床義歯の製作,7Ek6503230000000
歯科技工,2134,３　内容の取扱い,7Ek6505000000000
歯科技工,2135,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7Ek6505100000000
歯科技工,2136,ア  有床義歯については，  「歯の解剖学」及び「顎口腔機能学」 との関連を図り，症例実習を中心にして基礎的な技術の習得を図ること。,7Ek6505110000000
歯科技工,2137,イ   有床義歯の製作の指導に当たっては， 機能的回復と審美的回復に必要な知識の習得と態度の形成に努めるようにすること。,7Ek6505120000000
歯科技工,2138,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Ek6505200000000
歯科技工,2139,ア  内容の(1)については， 顎口腔を取り巻く骨， 筋肉などの形態的特徴や機能的特徴について， 咬合器と関連させながら扱うこと。,7Ek6505210000000
歯科技工,2140,イ   内容の(2)については， 残存歯との調和に配慮した人工歯排列及び咬合調整に重点を置いて扱うこと。,7Ek6505220000000
歯科技工,2141,［歯冠修復技工学］,7Ek7500000000000
歯科技工,2142,"１　目標
歯冠修復技工に関する基礎的な知識と技術を習得させ， 歯科技工を適切に行う能力と態度を育てる。",7Ek7502000000000
歯科技工,2143,２　内容,7Ek7503000000000
歯科技工,2144,(1)歯冠修復技工学概論,7Ek7503100000000
歯科技工,2145,ア  歯冠修復技工の目的と意義        ,7Ek7503110000000
歯科技工,2146,イ   印象採得と作業模型,7Ek7503120000000
歯科技工,2147,ウ  咬合採得と咬合器,7Ek7503130000000
歯科技工,2148,(2) インレー,7Ek7503200000000
歯科技工,2149,ア  インレーの特徴        ,7Ek7503210000000
歯科技工,2150,イ   窩洞形態と構成,7Ek7503220000000
歯科技工,2151,ウ  インレーの製作法,7Ek7503230000000
歯科技工,2152,(3)被覆冠,7Ek7503300000000
歯科技工,2153,ア  一部被覆冠と全部被覆冠        ,7Ek7503310000000
歯科技工,2154,イ   全部鋳造冠の製作法,7Ek7503320000000
歯科技工,2155,ウ  前装鋳造冠の製作法,7Ek7503330000000
歯科技工,2156,(4)歯冠継続歯,7Ek7503400000000
歯科技工,2157,ア  歯冠継続歯の特徴,7Ek7503410000000
歯科技工,2158,(5)架工義歯（橋義歯）,7Ek7503500000000
歯科技工,2159,ア  架工義歯の特徴        ,7Ek7503510000000
歯科技工,2160,イ   支台装置の種類と要件,7Ek7503520000000
歯科技工,2161,ウ  橋体の種類と特徴,7Ek7503530000000
歯科技工,2162,３　内容の取扱い,7Ek7505000000000
歯科技工,2163,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7Ek7505100000000
歯科技工,2164,ア    「歯の解剖学」，  「顎口腔機能学」及び「有床義歯技工学」 と関連させながら指導すること。,7Ek7505110000000
歯科技工,2165,イ   内容の(1)については， 内容の(2)から(5)までとの関連を図り， 歯冠修復技工の意義と目的について理解させること。,7Ek7505120000000
歯科技工,2166,ウ   内容の(3)のイについては， 歯冠修復技工学の中心となる分野であることから， 他の分野と関連させながら， 的確な理解を深めるよう留意すること。,7Ek7505130000000
歯科技工,2167,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Ek7505200000000
歯科技工,2168,ア   (2)から(5)のうち，  (2)及び(3)を中心に扱い， それぞれの意義と製作順序に重点を置いて扱うこと。,7Ek7505210000000
歯科技工,2169,［矯正歯科技工学］,7Ek8500000000000
歯科技工,2170,"１　目標
矯正歯科技工に関する基礎的な知識と技術を習得させ， 歯科技工を適切に行う能力と態度を育てる。",7Ek8502000000000
歯科技工,2171,２　内容,7Ek8503000000000
歯科技工,2172,(1)矯正歯科技工学概論,7Ek8503100000000
歯科技工,2173,(2) 正常咬合と不正咬合,7Ek8503200000000
歯科技工,2174,(3) 矯正装置と保定装置,7Ek8503300000000
歯科技工,2175,(4)矯正用模型,7Ek8503400000000
歯科技工,2176,３　内容の取扱い,7Ek8505000000000
歯科技工,2177,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7Ek8505100000000
歯科技工,2178,ア  指導に当たっては，  「歯の解剖学」及び「小児歯科技工学」 との関連を図り，矯正歯科技工の理論に基づいた基本的な技術の習得を促すよう留意すること。,7Ek8505110000000
歯科技工,2179,イ   指導に当たっては， 矯正歯科治療の考え方に基づき， 矯正装置の役割や製作方法を理解させるようにすること。,7Ek8505120000000
歯科技工,2180,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Ek8505200000000
歯科技工,2181,ア  内容の(1)については， 矯正歯科治療の目的や進め方と関連させて扱うこと。,7Ek8505210000000
歯科技工,2182,イ   内容の(3)については， 基本的な矯正装置と保定装置を取り上げ， その構成や機能， 材料の特性等を中心に扱うこと。,7Ek8505220000000
歯科技工,2183,［小児歯科技工学］,7Ek9500000000000
歯科技工,2184,"１　目標
小児歯科技工に関する基礎的な知識と技術を習得させ， 歯科技工を適切に行う能力と態度を育てる。",7Ek9502000000000
歯科技工,2185,２　内容,7Ek9503000000000
歯科技工,2186,(1)小児歯科技工学概論,7Ek9503100000000
歯科技工,2187,ア  歯，顎，顔面の成長発育        ,7Ek9503110000000
歯科技工,2188,イ   乳歯列期と混合歯列期,7Ek9503120000000
歯科技工,2189,(2)乳歯の歯冠修復,7Ek9503200000000
歯科技工,2190,ア  成形充填,7Ek9503210000000
歯科技工,2191,イ  被覆冠,7Ek9503220000000
歯科技工,2192,(3)咬合誘導装置,7Ek9503300000000
歯科技工,2193,ア  保隙装置        ,7Ek9503310000000
歯科技工,2194,イ   スペースリゲイナー         ,7Ek9503320000000
歯科技工,2195,ウ   口腔習癖除去装置,7Ek9503330000000
歯科技工,2196,３　内容の取扱い,7Ek9505000000000
歯科技工,2197,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7Ek9505100000000
歯科技工,2198,ア    「歯の解剖学」 との関連を図り，小児の成長発育に留意しながら，修復物，咬合誘導装置等の製作にかかわる基礎的な知識と技術の習得を促すこ と。,7Ek9505110000000
歯科技工,2199,イ   内容の(1)については， 内容の(2)及び(3)との関連を図り， 小児歯科技工の意義と目的を理解させること。,7Ek9505120000000
歯科技工,2200,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Ek9505200000000
歯科技工,2201,ア  内容の(1)については，小児の成長発育に伴う歯， 顎等の変化に重点を置いて扱うこと。,7Ek9505210000000
歯科技工,2202,イ   内容の(3)については， 乳歯の早期喪失等による症例の技工物を取り上げるなどして，基本的な製作方法の習得を図ること。,7Ek9505220000000
歯科技工,2203,［歯科技工実習］,7EkA500000000000
歯科技工,2204,"１　目標
歯科技工に関する実際的な知識と技術を総合的に習得させ， 歯科技工を適切に行う能力と態度を育てる。",7EkA502000000000
歯科技工,2205,２　内容,7EkA503000000000
歯科技工,2206,(1)有床義歯技工実習,7EkA503100000000
歯科技工,2207,(2)歯冠修復及び架工義歯（橋義歯）技工実習,7EkA503200000000
歯科技工,2208,(3)歯型彫刻技工実習,7EkA503300000000
歯科技工,2209,３　内容の取扱い,7EkA505000000000
歯科技工,2210,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7EkA505100000000
歯科技工,2211,ア  指導に当たっては， 実験・実習を中心にして使用機械及び器具の理解を深め， 基礎的な知識と技術を総合的に習得させるよう留意すること。 また， 安全管理や保健管理にかかわる知識の習得と態度の形成に努めること。,7EkA505110000000
歯科技工,2212,イ   臨床的模型上での実習を行うなど， 多種多様な模型の活用を図り， 適切な知識や技術の習得を促すこと。また，  「歯の解剖学」，  「有床義歯技工学」及び「歯冠修復技工学」 と関連させながら，生徒の実態に応じて適切に指導すること。,7EkA505120000000
歯科技工,2213,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7EkA505200000000
歯科技工,2214,ア  内容の(1)については， 臨床的模型を使用した全部床義歯の製作， 内容の(2)については，鋳造冠のワックスアップの反復練習， 内容の(3)については， 石膏， ワックス及びレジンを使用した歯型彫刻に重点を置いて指導すること。,7EkA505210000000
歯科技工,2215,［歯科技工情報活用］,7EkB500000000000
歯科技工,2216,"１　目標
社会における情報化の進展と情報の意義や役割を理解させるとともに， 情報の活用に関する知識と技術を習得させ， 歯科技工の分野で情報及び情報手段を主体的に活用する能力と態度を育てる。",7EkB502000000000
歯科技工,2217,２　内容,7EkB503000000000
歯科技工,2218,(1) 情報機器と情報の活用,7EkB503100000000
歯科技工,2219,ア  生活と情報の活用         ,7EkB503110000000
歯科技工,2220,イ   情報機器の活用分野,7EkB503120000000
歯科技工,2221,ウ  情報通信ネットワーク,7EkB503130000000
歯科技工,2222,(2) 情報モラルとセキュリティ,7EkB503200000000
歯科技工,2223,ア  情報の価値とモラル        ,7EkB503210000000
歯科技工,2224,イ   情報のセキュリティ管理,7EkB503220000000
歯科技工,2225,(3) 歯科技工と情報機器の活用,7EkB503300000000
歯科技工,2226,ア  歯科技工における情報機器活用の目的と意義,7EkB503310000000
歯科技工,2227,イ   個人情報の管理         ,7EkB503320000000
歯科技工,2228,ウ  歯科技工における情報機器活用の実際,7EkB503330000000
歯科技工,2229,３　内容の取扱い,7EkB505000000000
歯科技工,2230,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7EkB505100000000
歯科技工,2231,ア  歯科技工に関する題材やデータなどを用いた実習を通して， 歯科技工の分野において情報を主体的に活用できるように指導すること。また，他の歯科技工に関する各科目と関連付けて指導すること。,7EkB505110000000
歯科技工,2232,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7EkB505200000000
歯科技工,2233,ア  内容の(1)については， 情報化の進展が生活や社会に及ぼす影響， 情報の意義や役割及び情報機器の活用分野の概要を扱うとともに， 情報通信ネットワークを活用した情報の収集，処理，分析及び発信について体験的に扱うこと。,7EkB505210000000
歯科技工,2234,イ   内容の(2)については， 個人のプライバシーや著作権など知的財産の保護， 収集した情報の管理， 発信する情報に対する責任など情報モラル及び情報通信ネッ トワークシステムにおけるセキュリティ管理の重要性について扱うこと。,7EkB505220000000
歯科技工,2235,ウ   内容の(3)については， 歯科技工業務において， 現在用いられているデータ処理や経営管理等の情報機器の活用について扱うこと。,7EkB505230000000
歯科技工,2236,［課題研究］,7EkC500000000000
歯科技工,2237,"１　目標
歯科技工に関する課題を設定し， その課題の解決を図る学習を通して， 専門的な知識と技術の深化，総合化を図るとともに，問題解決の能力や自発的，創造的な学習態度を育てる。",7EkC502000000000
歯科技工,2238,２　内容,7EkC503000000000
歯科技工,2239,(1)調査，研究，実験,7EkC503100000000
歯科技工,2240,(2)作品製作,7EkC503200000000
歯科技工,2241,(3) 医療現場等における実習,7EkC503300000000
歯科技工,2242,(4)職業資格の取得,7EkC503400000000
歯科技工,2243,３　内容の取扱い,7EkC505000000000
歯科技工,2244,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7EkC505100000000
歯科技工,2245,ア  生徒の興味・関心，進路希望等に応じて，内容の(1)から(4)までの中から個人又はグループで適切な課題を設定させること。 なお， 課題は内容の(1)から(4)までの２項目以上にまたがる課題を設定することができること。,7EkC505110000000
歯科技工,2246,イ   課題研究の成果について発表する機会を設けるよう努めること。,7EkC505120000000
歯科技工,2247,第３　各科目にわたる指導計画の作成と内容の取扱い,7Ek0300000000000
歯科技工,2248,１   指導計画の作成に当たっては， 次の事項に配慮するものとする。,7Ek0300100000000
歯科技工,2249,(1)各科目の指導に当たっては，できるだけ実験・実習を通して，実際的，具体的に理解させるようにすること。,7Ek0300110000000
歯科技工,2250,(2) 地域や歯科技工所等との連携・交流を通じた実践的な学習活動や就業体験を積極的に取り入れるとともに， 社会人講師を積極的に活用するなどの工夫に努めること。,7Ek0300120000000
歯科技工,2251,２   内容の取扱いに当たっては， 次の事項に配慮するものとする。,7Ek0300200000000
歯科技工,2252,(1) 各科目の指導に当たっては， 各種歯科材料， 歯科技工用機械等の発達を考慮して， 科学的知識と技術の習得について， 特に留意すること。,7Ek0300210000000
歯科技工,2253,(2) 各科目の指導に当たっては，  コンピュータや情報通信ネットワーク等の活用を図り， 学習の効果を高めるようにすること。,7Ek0300220000000
歯科技工,2254,３   実験・実習を行うに当たっては，関連する法規等に従い，施設・設備や薬品等の安全管理に配慮し，学習環境を整えるとともに，事故防止の指導を徹底し，安全と衛生に十分留意するものとする。,7Ek0300300000000
各教科,2255,第２節　知的障害者である生徒に対する教育を行う特別支援学校,7Gn0000000000000
各教科,2256,第１款　各学科に共通する各教科の目標及び内容,7Gn0200000000000
国語,2257,［国語］,7G10200000000000
国語,2258,"１　目標
生活に必要な国語についての理解を深め， 伝え合う力を高めるとともに， それらを適切に活用する能力と態度を育てる。",7G10202000000000
国語,2259,２　内容,7G10203000000000
国語,2260,○１段階,7G102a3000000000
国語,2261,(1)話の内容の要点を落とさないように聞き取る。,7G102a3100000000
国語,2262,(2)  目的や場に応じて要点を落とさないように話す。,7G102a3200000000
国語,2263,(3) いろいろな語句， 文及び文章を正しく読み， 内容を読み取る。,7G102a3300000000
国語,2264,(4) 手紙や日記などを目的に応じて正しく書く。,7G102a3400000000
国語,2265,○２段階,7G102b3000000000
国語,2266,(1) 話し手の意図や気持ちを考えながら， 話の内容を適切に聞き取る。,7G102b3100000000
国語,2267,(2) 自分の立場や意図をはっきりさせながら，相手や目的，場に応じて適切に話す。,7G102b3200000000
国語,2268,(3)  目的や意図などに応じて文章の概要や要点などを適切に読み取る。,7G102b3300000000
国語,2269,(4) 相手や目的に応じていろいろな文章を適切に書く。,7G102b3400000000
社会,2270,［社会］,7G20200000000000
社会,2271,"１　目標
社会の様子， 働きや移り変わりについての関心と理解を一層深め， 社会生活に必要な能力と態度を育てる。",7G20202000000000
社会,2272,２　内容,7G20203000000000
社会,2273,○１段階,7G202a3000000000
社会,2274,(1) 相手や自分の立場を理解し， 互いに協力して役割や責任を果たす。,7G202a3100000000
社会,2275,(2)社会や国にはいろいろなきまりがあることを知り， それらを適切に守る。,7G202a3200000000
社会,2276,(3) 生活に関係の深い公共施設や公共物などの働きを理解し， それらを適切に利用する。,7G202a3300000000
社会,2277,(4)政治，経済，文化などの社会的事象や情報メディアなどに興味や関心をもち，生産，消費などの経済活動に関する基本的な事柄を理解する。,7G202a3400000000
社会,2278,(5) 我が国のいろいろな地域の自然や生活の様子を理解し， 社会の変化や伝統に関心をもつ。,7G202a3500000000
社会,2279,(6) 外国の自然や人々の生活の様子， 世界の出来事に関心をもつ。,7G202a3600000000
社会,2280,○２段階,7G202b3000000000
社会,2281,(1) 個人と社会の関係が分かり， 社会の一員としての自覚をもつ。,7G202b3100000000
社会,2282,(2) 社会の慣習， 生活に関係の深い法や制度を知り， 必要に応じて生活に生かす。,7G202b3200000000
社会,2283,(3) 公共施設や公共物などの働きについての理解を深め， それらを適切に利用する。,7G202b3300000000
社会,2284,(4)政治，経済，文化などの社会的事象や情報メディアなどに興味や関心を深め，生産，消費などの経済活動に関する事柄を理解する。,7G202b3400000000
社会,2285,(5) 地図や各種の資料などを活用し， 我が国のいろいろな地域の自然や生活の様子， 社会の変化や伝統を知る。,7G202b3500000000
社会,2286,(6) 各種の資料を活用し， 外国の自然や人々の生活の様子， 世界の出来事について知る。,7G202b3600000000
数学,2287,［数学］,7G50200000000000
数学,2288,"１　目標
生活に必要な数量や図形などに関する理解を深め， それらを活用する能力と態度を育てる。",7G50202000000000
数学,2289,２　内容,7G50203000000000
数学,2290,○１段階,7G502a3000000000
数学,2291,(1)  日常生活に必要な数量の処理や計算をする。,7G502a3100000000
数学,2292,(2)長さ・重さなどの単位の関係が分かり，測定する。,7G502a3200000000
数学,2293,(3) 図形を正しく作図したり， 表やグラフを工夫して作ったりする。,7G502a3300000000
数学,2294,(4)金銭や時計・暦などの正しい使い方が分かる。,7G502a3400000000
数学,2295,○２段階,7G502b3000000000
数学,2296,(1) 生活に必要な数量の処理や計算をする。,7G502b3100000000
数学,2297,(2)長さ・重さ・量などの測定方法を理解し，活用する。,7G502b3200000000
数学,2298,(3) 様々な図形， 表やグラフを理解し， 工夫して使う。,7G502b3300000000
数学,2299,(4) 生活に必要な金銭や時計・暦などを工夫して使う。,7G502b3400000000
理科,2300,［理科］,7G60200000000000
理科,2301,"１　目標
自然の仕組みや働きなどについての理解を深め，科学的な見方や考え方を養うとともに，  自然を大切にする態度を育てる。",7G60202000000000
理科,2302,２　内容,7G60203000000000
理科,2303,○１段階,7G602a3000000000
理科,2304,(1)人の体の主なつくりや働きを理解する。,7G602a3100000000
理科,2305,(2) 生物の特徴， その成長や活動の様子について理解し， 生命の大切なことを知る。,7G602a3200000000
理科,2306,(3) 生活に関係のある物質の性質や機械・器具の構造及び働きについて理解し， 適切に取り扱う。,7G602a3300000000
理科,2307,(4) 自然の事物・現象についての初歩的な理解を図るとともに，  自然と生活との関係を理解する。,7G602a3400000000
理科,2308,○２段階,7G602b3000000000
理科,2309,(1)人の体の主なつくりや働きについての理解を深めるとともに，人の成長や環境とのかかわりについて関心をもつ。,7G602b3100000000
理科,2310,(2) 生物とそれを取り巻く自然環境についての理解を深め， 生命の大切なことを知る。,7G602b3200000000
理科,2311,(3) 様々な物質の性質や機械・器具の種類， 構造及び働きについて理解し， 適切に取り扱う。,7G602b3300000000
理科,2312,(4) 自然の事物・現象についての理解を図るとともに，  自然と生活との関係について理解を深める。,7G602b3400000000
音楽,2313,［音楽］,7G80200000000000
音楽,2314,"１　目標
表現及び鑑賞の能力を伸ばし，音楽活動への意欲を高めるとともに，生活を明るく楽しいものにする態度と習慣を育てる。",7G80202000000000
音楽,2315,２　内容,7G80203000000000
音楽,2316,○１段階,7G802a3000000000
音楽,2317,(1) いろいろな音楽をその美しさなどを感じ取りながら鑑賞する。,7G802a3100000000
音楽,2318,(2) 音楽を聴いて曲の特徴などを感じ取り， 創造的に身体の動きで表現したりする。,7G802a3200000000
音楽,2319,(3) 打楽器や旋律楽器などに親しみ， その演奏の仕方に慣れ， 気持ちを込めて合奏や独奏をする。,7G802a3300000000
音楽,2320,(4)歌詞の内容を感じ取って，独唱，斉唱，簡単な合唱などをする。,7G802a3400000000
音楽,2321,○２段階,7G802b3000000000
音楽,2322,(1) いろいろな音楽をその美しさなどを味わいながら鑑賞する。,7G802b3100000000
音楽,2323,(2) 音楽を聴いて感じたイメージを創造的に身体表現する。,7G802b3200000000
音楽,2324,(3) 打楽器， 旋律楽器などの演奏の仕方に慣れ， 楽器の特色や音色を生かしながら合奏や独奏をする。,7G802b3300000000
音楽,2325,(4) 独唱， 斉唱， 二部合唱， オペレッタなどによる表現に慣れ， 歌詞の内容や曲想などを味わいながら歌う。,7G802b3400000000
美術,2326,［美術］,7GA0200000000000
美術,2327,"１　目標
造形活動によって， 表現及び鑑賞の能力を高め， 豊かな情操を養う。",7GA0202000000000
美術,2328,２　内容,7GA0203000000000
美術,2329,○１段階,7GA02a3000000000
美術,2330,(1) 経験や想像をもとに創造的に絵をかいたり， 作品をつくったり， それらを飾ったりする。,7GA02a3100000000
美術,2331,(2) いろいろな材料の性質や用具などの扱い方を理解し， 工夫して使う。,7GA02a3200000000
美術,2332,(3) 自然や優れた造形品を鑑賞し， その美しさなどを味わう。,7GA02a3300000000
美術,2333,○２段階,7GA02b3000000000
美術,2334,(1)経験や想像をもとに，様々な技法などを用いて，創造的に絵をかいたり，作品をつくったり， それらを飾ったりする。,7GA02b3100000000
美術,2335,(2) いろいろな材料の性質や用具などの扱い方を理解し， 適切に使う。,7GA02b3200000000
美術,2336,(3) 自然や優れた造形品を鑑賞し，美しさなどを味わうとともに，地域の伝統工芸品に関心をもつ。,7GA02b3300000000
保健体育,2337,［保健体育］,7GG0200000000000
保健体育,2338,"１　目標
適切な運動の経験や健康・安全についての理解を通して，心身の調和的発達を図り，明るく豊かな生活を営む態度と習慣を育てる。",7GG0202000000000
保健体育,2339,２　内容,7GG0203000000000
保健体育,2340,○１段階,7GG02a3000000000
保健体育,2341,(1)体つくり運動，いろいろなスポーツ，ダンスなどの運動をする。,7GG02a3100000000
保健体育,2342,(2) きまりやいろいろなスポーツのルールなどを守り， 友達と協力して安全に運動をする。,7GG02a3200000000
保健体育,2343,(3)心身の発育・発達に関心をもち，生活に必要な健康・安全に関する事柄を理解する。,7GG02a3300000000
保健体育,2344,○２段階,7GG02b3000000000
保健体育,2345,(1)体つくり運動，いろいろなスポーツ，ダンスなどの運動を通して，体力や技能を高める。,7GG02b3100000000
保健体育,2346,(2) きまりやいろいろなスポーツのルールなどを守り， 友達と協力し， 進んで安全に運動をする。,7GG02b3200000000
保健体育,2347,(3) 心身の発育・発達に応じた適切な行動や生活に必要な健康・安全に関する事柄の理解を深める。,7GG02b3300000000
職業,2348,［職業］,7GE0200000000000
職業,2349,"１　目標
勤労の意義について理解するとともに，職業生活に必要な能力を高め，実践的な態度を育てる。",7GE0202000000000
職業,2350,２　内容,7GE0203000000000
職業,2351,○１段階,7GE02a3000000000
職業,2352,(1)働くことの意義を理解し， 作業や実習に取り組み， 働く喜びを味わう。,7GE02a3100000000
職業,2353,(2)道具や機械の操作に慣れるとともに， 材料や製品の扱い方を身に付け， 安全や衛生に気を付けながら作業や実習をする。,7GE02a3200000000
職業,2354,(3) 自分の分担に責任をもち， 他の者と協力して作業や実習をする。,7GE02a3300000000
職業,2355,(4) 適切な進路選択のために， いろいろな職業や職業生活について知る。,7GE02a3400000000
職業,2356,(5) 産業現場等における実習を通して， 実際的な職業生活を経験する。,7GE02a3500000000
職業,2357,(6) 職業生活に必要な健康管理や余暇の有効な過ごし方が分かる。,7GE02a3600000000
職業,2358,(7) 職場で使われる機械やコンピュータ等の情報機器などの簡単な操作をする。,7GE02a3700000000
職業,2359,○２段階,7GE02b3000000000
職業,2360,(1)働くことの意義について理解を深め， 積極的に作業や実習に取り組み， 職場に必要な態度を身に付ける。,7GE02b3100000000
職業,2361,(2) いろいろな道具や機械の仕組み， 操作などを理解し， 材料や製品の管理を適切に行い， 安全や衛生に気を付けながら正確に効率よく作業や実習をする。,7GE02b3200000000
職業,2362,(3) 作業の工程全体を理解し， 自分の分担に責任をもち，他の者と協力して作業や実習をする。,7GE02b3300000000
職業,2363,(4) 職業生活に必要な実際的な知識を深める。,7GE02b3400000000
職業,2364,(5) 産業現場等における実習を通して， 職業生活に必要な事柄を理解する。,7GE02b3500000000
職業,2365,(6) 職業生活に必要な健康管理や余暇の計画的な過ごし方についての理解を深める。,7GE02b3600000000
職業,2366,(7) 職場で使われる機械やコンピュータ等の情報機器などの操作をする。,7GE02b3700000000
家庭,2367,［家庭］,7GF0200000000000
家庭,2368,"１　目標
明るく豊かな家庭生活を営む上に必要な能力を高め， 実践的な態度を育てる。",7GF0202000000000
家庭,2369,２　内容,7GF0203000000000
家庭,2370,○１段階,7GF02a3000000000
家庭,2371,(1) 家族がそれぞれの役割を果たしていることを理解し， 楽しい家庭づくりのための自分の役割を果たす。,7GF02a3100000000
家庭,2372,(2) 家庭生活における計画的な消費や余暇の有効な過ごし方が分かる。,7GF02a3200000000
家庭,2373,(3) 家庭生活で使用する道具や器具などの正しい使い方が分かり， 安全や衛生に気を付けながら実習をする。,7GF02a3300000000
家庭,2374,(4)被服，食物，住居などに関する実習を通して，実際的な知識と技能を習得する。,7GF02a3400000000
家庭,2375,(5) 保育や家庭看護などに関心をもつ。,7GF02a3500000000
家庭,2376,○２段階,7GF02b3000000000
家庭,2377,(1) 家庭の機能や家族の役割を理解し， 楽しい家庭づく りのために積極的に役割を果たす。,7GF02b3100000000
家庭,2378,(2) 家庭生活における計画的な消費や余暇の有効な過ごし方について理解を深める。,7GF02b3200000000
家庭,2379,(3) 家庭生活で使用する道具や器具を効率的に使用し， 安全や衛生に気を付けながら実習をする。,7GF02b3300000000
家庭,2380,(4)被服，食物，住居などに関する実習を通して，健康で安全な生活に必要な実際的な知識と技能を習得する。,7GF02b3400000000
家庭,2381,(5) 保育や家庭看護などに関する基礎的な知識と技能を習得する。,7GF02b3500000000
外国語,2382,［外国語］,7GH0200000000000
外国語,2383,"１　目標
外国語でコミュニケーションを図る基礎的な能力や態度を育てるとともに， 外国語や外国への関心を深める。",7GH0202000000000
外国語,2384,２　内容,7GH0203000000000
外国語,2385,英語,7GH1203000000000
外国語,2386,○１段階,7GH12a3000000000
外国語,2387,(1)簡単な英語を使って表現したり，やりとりしたりする。,7GH12a3100000000
外国語,2388,(2)簡単な語，句，文に興味や関心をもつ。,7GH12a3200000000
外国語,2389,(3)日常生活の中で見聞きする語や句の意味を知る。,7GH12a3300000000
