【7BV11】特別支援学校高等部学習指導要領（平成21年告示）コード表　Ver 1.1,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
保健理療,361,エ  運動学の基礎,7De4503440000000
保健理療,362,(5) 主な疾患のリハビリテーション,7De4503500000000
保健理療,363,ア  整形外科疾患        ,7De4503510000000
保健理療,364,イ   関節リウマチ         ,7De4503520000000
保健理療,365,ウ  片麻痺,7De4503530000000
保健理療,366,エ  脳性麻痺        ,7De4503540000000
保健理療,367,オ  脊髄損傷,7De4503550000000
保健理療,368,３　内容の取扱い,7De4505000000000
保健理療,369,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7De4505100000000
保健理療,370,ア  指導に当たっては， 予防医学， 治療医学及びリハビリテーション医学という現代医学の体系を踏まえて取り扱うこと。,7De4505110000000
保健理療,371,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7De4505200000000
保健理療,372,ア  内容の(1)については， あん摩・マッサージ・指圧と直接かかわりの深い事項に重点を置き，実習との関連を考慮して指導すること。ウについては，医学的な知識として，検査方法やデータの意味等についての概要を理解させるようにすること。 オについては， 代表的な治療法の概要を扱うこと。,7De4505210000000
保健理療,373,イ   内容の(2)については， 各症状の病態生理と鑑別診断の概要を扱い， あん摩・マッサージ・指圧施術を行うことの適否の判断に生かすことができるようにすること。,7De4505220000000
保健理療,374,ウ   内容の(3)については， 現代医学の立場から各系統別疾患の概要を扱い， それぞれの代表的な疾患の原因， 症状及び治療法の基礎的な知識を習得できるようにすること。,7De4505230000000
保健理療,375,エ  内容の(4)については， チーム医療としてのリハビリテーションの基本的な事項について症例紹介やリハビリテーション施設の見学等を取り入れて指導すること。,7De4505240000000
保健理療,376,オ  内容の(5)については， 地域医療や在宅ケアの実情を考慮し， 保健理療と直接かかわりの深いア及びウに重点を置いて扱うこと。,7De4505250000000
保健理療,377,［基礎保健理療］,7De5500000000000
保健理療,378,"１　目標
東洋医学の概念， あん摩・マッサージ・指圧施術の意義及び治効理論について理解させ， 施術を効果的に行う能力と態度を育てる。",7De5502000000000
保健理療,379,２　内容,7De5503000000000
保健理療,380,(1)東洋医学の基礎,7De5503100000000
保健理療,381,ア  東洋医学の意義と特色        ,7De5503110000000
保健理療,382,イ   陰陽五行論         ,7De5503120000000
保健理療,383,ウ  臓腑経絡論,7De5503130000000
保健理療,384,エ  気血，営衛，津液        ,7De5503140000000
保健理療,385,オ  病因         ,7De5503150000000
保健理療,386,カ  証,7De5503160000000
保健理療,387,(2) 東洋医学の診断と治療,7De5503200000000
保健理療,388,ア  診断        ,7De5503210000000
保健理療,389,イ   治療,7De5503220000000
保健理療,390,(3)経絡と経穴,7De5503300000000
保健理療,391,ア  臓腑経絡とその流注        ,7De5503310000000
保健理療,392,イ   主な経穴,7De5503320000000
保健理療,393,(4)経絡，経穴と現代医学,7De5503400000000
保健理療,394,ア  経絡，経穴の現代医学的研究        ,7De5503410000000
保健理療,395,イ   関連する反応点，反応帯,7De5503420000000
保健理療,396,(5)あん摩・マッサージ・指圧施術の概要,7De5503500000000
保健理療,397,ア  あん摩        ,7De5503510000000
保健理療,398,イ   マッサージ         ,7De5503520000000
保健理療,399,ウ  指圧,7De5503530000000
保健理療,400,(6)あん摩・マッサージ・指圧施術の治効理論と関連学説,7De5503600000000
保健理療,401,ア  刺激の伝達        ,7De5503610000000
保健理療,402,イ   身体組織・器官への影響,7De5503620000000
保健理療,403,ウ  生体反応と治効メカニズム         ,7De5503630000000
保健理療,404,エ  関連学説,7De5503640000000
保健理療,405,３　内容の取扱い,7De5505000000000
保健理療,406,(1)内容の構成及びその取扱いに当たっては，次の事項に配慮するものとする。,7De5505100000000
保健理療,407,ア  指導に当たっては，あん摩・マッサージ・指圧に関する研究の成果を踏まえて取り扱い，保健理療に対する研究的な態度を培うようにすること。,7De5505110000000
保健理療,408,イ   内容の(1)から(4)までについては， あん摩・マッサージ・指圧施術との関連を重視して扱うこと。,7De5505120000000
保健理療,409,ウ   内容の(6)については，内容の(4)や研究の成果を総合し，あん摩・マッサージ・指圧の臨床効果という観点から指導すること。 また，  「人体の構造と機能」 との関連を考慮して扱うこと。,7De5505130000000
保健理療,410,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7De5505200000000
保健理療,411,ア  内容の(2)のアについては， 切診に重点を置き， 実習を取り入れて指導すること。,7De5505210000000
保健理療,412,イ   内容の(3)のイについては， あん摩・マッサージ・指圧の臨床でよく活用される経穴に重点を置いて指導すること。,7De5505220000000
保健理療,413,ウ   内容の(5)については，基本手技を取り上げ，その特徴を理解させるとともに，臨床においてあん摩・マッサージ・指圧施術を行うことの適否についても指導すること。 また，諸外国における徒手による施術法の概要についても扱うこと。,7De5505230000000
保健理療,414,エ  内容の(6)のアからウまでについては， 特に， 運動器疾患や内臓器疾患に対する刺激の作用や生体反応の医学的意味と臨床への応用という観点から扱うこと。,7De5505240000000
保健理療,415,［臨床保健理療］,7De6500000000000
保健理療,416,"１　目標
診察に基づいて， あん摩・マッサージ・指圧施術の適否を判断し， 施術を適切に行う能力と態度を育てる。",7De6502000000000
保健理療,417,２　内容,7De6503000000000
保健理療,418,(1)臨床保健理療の基礎,7De6503100000000
保健理療,419,ア  臨床保健理療の意義と役割,7De6503110000000
保健理療,420,イ  施術対象者の心理と施術者の対応,7De6503120000000
保健理療,421,(2)東洋医学における診断，治療の原則,7De6503200000000
保健理療,422,ア  診察        ,7De6503210000000
保健理療,423,イ   施術計画         ,7De6503220000000
保健理療,424,ウ  施術原則        ,7De6503230000000
保健理療,425,エ  記録,7De6503240000000
保健理療,426,(3)健康とあん摩・マッサージ・指圧施術,7De6503300000000
保健理療,427,ア  健康観と疾病観,7De6503310000000
保健理療,428,イ  健康の保持増進のためのあん摩・マッサージ・指圧施術,7De6503320000000
保健理療,429,ウ  生活習慣病予防のためのあん摩・マッサージ・指圧施術,7De6503330000000
保健理療,430,エ  その他の健康療法,7De6503340000000
保健理療,431,(4)主な症状のあん摩・マッサージ・指圧施術,7De6503400000000
保健理療,432,ア  頭痛        ,7De6503410000000
保健理療,433,イ   肩こり          ,7De6503420000000
保健理療,434,ウ  肩関節痛        ,7De6503430000000
保健理療,435,エ  頸肩腕痛,7De6503440000000
保健理療,436,オ  腰痛        ,7De6503450000000
保健理療,437,カ  腰下肢痛         ,7De6503460000000
保健理療,438,キ  膝痛         ,7De6503470000000
保健理療,439,ク   高血圧と低血圧,7De6503480000000
保健理療,440,ケ  筋疲労         ,7De6503490000000
保健理療,441,コ  その他の症状,7De65034A0000000
保健理療,442,(5)主な疾患のあん摩・マッサージ・指圧施術,7De6503500000000
保健理療,443,ア  筋筋膜炎，腱鞘炎,7De6503510000000
保健理療,444,イ   捻挫，脱臼，骨折,7De6503520000000
保健理療,445,ウ  関節リウマチ,7De6503530000000
保健理療,446,エ  片麻痺,7De6503540000000
保健理療,447,オ  その他の疾患,7De6503550000000
保健理療,448,(6) 高齢者に対するあん摩・マッサージ・指圧施術,7De6503600000000
保健理療,449,ア  高齢者の心身機能の特徴,7De6503610000000
保健理療,450,イ   高齢者の主な症状に対するあん摩・マッサージ・指圧施術,7De6503620000000
保健理療,451,ウ  要介護・要支援高齢者に対するあん摩・マッサージ・指圧施術,7De6503630000000
保健理療,452,(7)スポーツ領域におけるあん摩・マッサージ・指圧施術,7De6503700000000
保健理療,453,ア  スポーツ障害・外傷の一般,7De6503710000000
保健理療,454,イ   スポーツ障害・外傷の予防と管理,7De6503720000000
保健理療,455,ウ  主なスポーツ障害・外傷のあん摩・マッサージ・指圧施術,7De6503730000000
保健理療,456,(8)産業衛生におけるあん摩・マッサージ・指圧施術,7De6503800000000
保健理療,457,ア  仕事と健康,7De6503810000000
保健理療,458,イ   事業所内あん摩・マッサージ・指圧従事者の業務と役割,7De6503820000000
保健理療,459,ウ  主な職業起因性症状のあん摩・マッサージ・指圧施術,7De6503830000000
保健理療,460,３　内容の取扱い,7De6505000000000
保健理療,461,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7De6505100000000
保健理療,462,ア  東洋医学と現代医学の知識と技術を総合した臨床概念が養われるよう内容相互の関連に留意して指導すること。,7De6505110000000
保健理療,463,イ   指導に当たっては，  「保健理療基礎実習」 における実技実習との関連を考慮すること。,7De6505120000000
保健理療,464,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7De6505200000000
保健理療,465,ア  内容の(1)のイについては， 施術対象者との信頼関係を確立する上で必要な臨床心理の基礎及び面接技法の基本を理解できるよう扱うこと。,7De6505210000000
保健理療,466,イ   内容の(3)については， 東洋医学における未病の考え方を踏まえて扱うこと。,7De6505220000000
保健理療,467,ウ   内容の(4)及び(5)については，  「生活と疾病」 で取り上げる症状や疾患と関連付けて指導するとともに，健康指導，生活指導及び応急処置の方法の概要も含めて扱うこと。,7De6505230000000
保健理療,468,エ  内容の(6)のウについては， 特に， 脳卒中モデル及び廃用症候群モデルのケアについて扱うこと。,7De6505240000000
保健理療,469,オ  内容の(7)のウについては， テーピングの基本についても扱うこと。,7De6505250000000
保健理療,470,［地域保健理療と保健理療経営］,7De7500000000000
保健理療,471,"１　目標
現代社会におけるあん摩・マッサージ・指圧の役割及び高齢社会における医療と福祉の在り方を理解させると ともに， 保健理療経営の実際的な知識を習得させる。",7De7502000000000
保健理療,472,２　内容,7De7503000000000
保健理療,473,(1) 保健理療と社会,7De7503100000000
保健理療,474,ア  あん摩・マッサージ・指圧の業務と開業,7De7503110000000
保健理療,475,イ   あん摩・マッサージ・指圧と医療・福祉制度,7De7503120000000
保健理療,476,ウ  諸外国における徒手による施術,7De7503130000000
保健理療,477,(2)高齢社会の現状と課題,7De7503200000000
保健理療,478,ア  高齢社会の現状と課題への対応,7De7503210000000
保健理療,479,イ   高齢者介護と社会保障制度,7De7503220000000
保健理療,480,(3)あん摩・マッサージ・指圧と経営,7De7503300000000
保健理療,481,ア  経営の一般        ,7De7503310000000
保健理療,482,イ   施術所の開設準備と諸制度,7De7503320000000
保健理療,483,ウ  経営の管理と運営        ,7De7503330000000
保健理療,484,エ  経営の展開と実際,7De7503340000000
保健理療,485,３　内容の取扱い,7De7505000000000
保健理療,486,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7De7505100000000
保健理療,487,ア  指導に当たっては，  「医療と社会」 との関連に留意するとともに，体験的な学習や問題解決的な学習を取り入れるよう配慮すること。,7De7505110000000
保健理療,488,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7De7505200000000
保健理療,489,ア  内容の(1)のウについては， 諸外国における徒手による施術やそれに関連する制度の現状を紹介し， 保健理療の発展の可能性を考察できるようにすること。,7De7505210000000
保健理療,490,イ   内容の(3)については， 経営の実際の基本的な事項を扱うこと。,7De7505220000000
保健理療,491,［保健理療基礎実習］,7De8500000000000
保健理療,492,"１　目標
あん摩・マッサージ・指圧に関する実際的な知識と基礎的な技術を習得させ， 施術を適切かつ効果的に行う能力と態度を育てる。",7De8502000000000
保健理療,493,２　内容,7De8503000000000
保健理療,494,(1)あん摩・マッサージ・指圧施術への導入,7De8503100000000
保健理療,495,ア  施術室の管理と清潔保持の実際        ,7De8503110000000
保健理療,496,イ   施術上の注意,7De8503120000000
保健理療,497,(2)あん摩・マッサージ・指圧基礎実技実習,7De8503200000000
保健理療,498,ア  あん摩の基本手技と身体各部の施術,7De8503210000000
保健理療,499,イ   マッサージの基本手技と身体各部の施術,7De8503220000000
保健理療,500,ウ  指圧の基本手技と身体各部の施術,7De8503230000000
保健理療,501,(3)あん摩・マッサージ・指圧応用実技実習,7De8503300000000
保健理療,502,ア  評価と理学的検査の実際        ,7De8503310000000
保健理療,503,イ   運動療法の応用,7De8503320000000
保健理療,504,ウ  物理療法の応用,7De8503330000000
保健理療,505,(4)あん摩・マッサージ・指圧総合実技実習,7De8503400000000
保健理療,506,ア  総合実技の基礎        ,7De8503410000000
保健理療,507,イ   主要症状・疾患に対する総合実技実習,7De8503420000000
保健理療,508,３　内容の取扱い,7De8505000000000
保健理療,509,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7De8505100000000
保健理療,510,ア  指導に当たっては，  「生活と疾病」，  「基礎保健理療」及び「臨床保健理療」 との関連を重視し， 現代医学と東洋医学の両面から， 病状を総合的に把握して， 実際的な施術ができるようにすること。,7De8505110000000
保健理療,511,イ   内容の(1)については，  この科目全体を通して習慣化されるよう取り扱うこと。,7De8505120000000
保健理療,512,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7De8505200000000
保健理療,513,ア  内容の(1)については， 消毒法の実際に重点を置いて扱うこと。,7De8505210000000
保健理療,514,イ   内容の(2)については， 運動法の基本等についても扱うこと。,7De8505220000000
保健理療,515,ウ   内容の(3)のア及びイについては， 片麻痺の評価及び機能回復訓練の基本を含めて扱うこと。,7De8505230000000
保健理療,516,エ  内容の(4)のイについては，臨床実習への導入として位置付け，  「臨床保健理療」の内容の(4)及び(5)で取り上げる症状や疾患に対する施術の実際を扱うこと。,7De8505240000000
保健理療,517,［保健理療臨床実習］,7De9500000000000
保健理療,518,"１　目標
あん摩 ・ マッサージ ・ 指圧に関する知識と技術を総合的に習得させ， 施術を適切かつ効果的に行う実践的能力と態度を育てる。",7De9502000000000
保健理療,519,２　内容,7De9503000000000
保健理療,520,(1)校内実習,7De9503100000000
保健理療,521,ア  施術者と施術対象        ,7De9503110000000
保健理療,522,イ  施術の実際,7De9503120000000
保健理療,523,ウ  カルテの記載と管理        ,7De9503130000000
保健理療,524,エ  症例検討,7De9503140000000
保健理療,525,オ  模擬患者との面接実習,7De9503150000000
保健理療,526,(2)校外実習,7De9503200000000
保健理療,527,ア  校外実習の目的        ,7De9503210000000
保健理療,528,イ  校外実習の実際         ,7De9503220000000
保健理療,529,ウ  経営の実際,7De9503230000000
保健理療,530,３　内容の取扱い,7De9505000000000
保健理療,531,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7De9505100000000
保健理療,532,ア  指導に当たっては，治療技術的な側面のみならず，インフォームド・コンセントや患者の秘密保持， カルテ等の適切な管理方法などあん摩・マッサージ・指圧従事者としての倫理観や職業観を培うことに配慮すること。 また， 模擬患者との面接実習については， 患者の立場に立った施術を行うための心構えや実践的な能力が身に付くよう配慮すること。,7De9505110000000
保健理療,533,イ   地域の保健・医療・福祉機関との連携を図りながら，実際的に理解できるように指導すること。,7De9505120000000
保健理療,534,ウ  校内実習と校外実習の履修学年や授業時数の配当については，生徒の実態や実習・見学施設の状況等により弾力的に取り扱うこと。,7De9505130000000
保健理療,535,エ  内容の(2)については， あん摩・マッサージ・指圧の実践に適した施設等を選定し， 当該施設等との十分な連絡調整を図ること。,7De9505140000000
保健理療,536,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7De9505200000000
保健理療,537,ア  内容の(1)については， 生徒の臨床実習の習熟の程度に応じて適切な症例を選択するとともに， きめ細かな指導を行うことができるよう指導体制等に配慮すること。,7De9505210000000
保健理療,538,イ   内容の(2)のイについては， 多様なあん摩・マッサージ・指圧関連業務を理解するための施設見学や生徒の進路希望に対応した実習ができるように計画すること。ウについては，施術所経営に関する実際的な基礎的知識が養われるように， 臨床経験の豊富な人の話や施術所見学， 模擬経営実習などを通して， 具体的に指導すること。,7De9505220000000
保健理療,539,［保健理療情報活用］,7DeA500000000000
保健理療,540,"１　目標
社会における情報化の進展と情報の意義や役割を理解させるとともに， 情報の活用に関する知識と技術を習得させ， 保健理療の分野で情報及び情報手段を主体的に活用する能力と態度を育てる。",7DeA502000000000
保健理療,541,２　内容,7DeA503000000000
保健理療,542,(1) 情報機器と情報の活用,7DeA503100000000
保健理療,543,ア  生活と情報の活用         ,7DeA503110000000
保健理療,544,イ   情報機器の活用分野,7DeA503120000000
保健理療,545,ウ  情報通信ネットワーク,7DeA503130000000
保健理療,546,(2) 情報モラルとセキュリティ,7DeA503200000000
保健理療,547,ア  情報の価値とモラル        ,7DeA503210000000
保健理療,548,イ   情報のセキュリティ管理,7DeA503220000000
保健理療,549,(3) 保健理療と情報機器の活用,7DeA503300000000
保健理療,550,ア  保健理療における情報機器活用の目的と意義,7DeA503310000000
保健理療,551,イ   個人情報の管理         ,7DeA503320000000
保健理療,552,ウ  保健理療の現場における情報システム,7DeA503330000000
保健理療,553,３　内容の取扱い,7DeA505000000000
保健理療,554,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7DeA505100000000
保健理療,555,ア  保健理療に関する題材やデータなどを用いた実習を通して， 保健理療の分野において情報を主体的に活用できるように指導すること。また，他の保健理療に関する各科目と関連付けて指導すること。,7DeA505110000000
保健理療,556,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7DeA505200000000
保健理療,557,ア  内容の(1)については， 情報化の進展が生活や社会に及ぼす影響， 情報の意義や役割及び情報機器の活用分野の概要を扱うとともに， 情報通信ネットワークを活用した情報の収集，処理，分析及び発信について体験的に扱うこと。また，ネット犯罪など利用上のリスクについても触れること。,7DeA505210000000
保健理療,558,イ   内容の(2)については， 個人のプライバシーや著作権など知的財産の保護， 収集した情報の管理， 発信する情報に対する責任など情報モラル及び情報通信ネッ トワークシステムにおけるセキュリティ管理の重要性について扱うこと。,7DeA505220000000
保健理療,559,ウ   内容の(3)については， 保健理療の現場における情報の意義や役割，  コンピュータや医療用電子機器の活用の概要について扱うこと。アについては，医療用電子機器など測定機器の使用について扱うこと。 イについては， 保健理療の現場における個人情報の管理の実際と重要性について扱うこと。 ウについては， 保健理療援助を適切に行うための情報システムの活用を具体的に扱うこと。,7DeA505230000000
保健理療,560,［課題研究］,7DeB500000000000
保健理療,561,"１　目標
保健理療に関する課題を設定し， その課題の解決を図る学習を通して， 専門的な知識と技術の深化，総合化を図るとともに，問題解決の能力や自発的，創造的な学習態度を育てる。",7DeB502000000000
保健理療,562,２　内容,7DeB503000000000
保健理療,563,(1)調査，研究，実験,7DeB503100000000
保健理療,564,(2)職業資格の取得,7DeB503200000000
保健理療,565,３　内容の取扱い,7DeB505000000000
保健理療,566,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7DeB505100000000
保健理療,567,ア  生徒の興味・関心，進路希望等に応じて，内容の(1)及び(2)の中から個人又はグループで適切な課題を設定させること。 なお， 課題は内容の(1)及び(2)にまたがる課題を設定することができること。,7DeB505110000000
保健理療,568,イ   課題研究の成果について発表する機会を設けるよう努めること。,7DeB505120000000
保健理療,569,第３　各科目にわたる指導計画の作成と内容の取扱い,7De0300000000000
保健理療,570,１   指導計画の作成に当たっては， 次の事項に配慮するものとする。,7De0300100000000
保健理療,571,(1)各科目の指導に当たっては，できるだけ実験・実習を通して，実際的，具体的に理解させるようにすること。,7De0300110000000
保健理療,572,(2)   「保健理療基礎実習」及び「保健理療臨床実習」の指導に当たっては，生徒が常に達成感と新たな技術習得への意欲をもって学習できるように， 指導内容の構成や指導方法の工夫に十分留意すること。,7De0300120000000
保健理療,573,(3)   「課題研究」については，年間指導計画に定めるところに従い，必要に応じて弾力的に授業時間を配当することができること。,7De0300130000000
保健理療,574,(4) 臨床実習の指導に当たっては， あん摩・マッサージ・指圧施術の対象となる代表的な症状や疾患について確実に施術ができるようにするため， 個々の生徒の実態に応じた指導計画の作成に配慮すること。,7De0300140000000
保健理療,575,２   内容の取扱いに当たっては， 次の事項に配慮するものとする。,7De0300200000000
保健理療,576,(1)   「保健理療基礎実習」及び「保健理療臨床実習」については，対象となる人々の人格を尊重する態度を育てるとともに， 実習における安全と規律に留意すること。,7De0300210000000
保健理療,577,(2) 各科目の指導に当たっては，  コンピュータや情報通信ネットワーク等の活用を図り， 学習の効果を高めるようにすること。,7De0300220000000
保健理療,578,(3) 地域やあん摩・マッサージ・指圧に関する施術所等との連携・交流を通じた実践的な学習活動や就業体験を積極的に取り入れるとともに， 社会人講師を積極的に活用するなどの工夫に努めること。,7De0300230000000
保健理療,579,３   実験・実習を行うに当たっては， 関連する法規等に従い， 施設・設備や薬品等の安全管理に配慮し，学習環境を整えるとともに，事故防止の指導を徹底し，安全と衛生に十分留意するものとする。,7De0300300000000
理療,580,第４款　理療,7Df0000000000000
理療,581,"第１　目標
はり， きゅう， あん摩・マッサージ・指圧に関する基礎的・基本的な知識と技術を習得させ，理療の本質と社会的な意義を理解させるとともに， 国民の健康の保持増進及び疾病の治療に寄与する能力と態度を育てる。",7Df0100000000000
理療,582,第２　各科目,7Df0500000000000
理療,583,［医療と社会］,7Df1500000000000
理療,584,"１　目標
医学， 医療及び理療の歴史， 医療制度と関係法規に関する基礎的な知識を習得させるとともに， 理療従事者の倫理について理解させ， 施術者として必要な能力と態度を育てる。",7Df1502000000000
理療,585,２　内容,7Df1503000000000
理療,586,(1)医学，医療及び理療の歴史,7Df1503100000000
理療,587,ア  西洋における医学，医療,7Df1503110000000
理療,588,イ   日本， 中国，韓国等における医学，医療,7Df1503120000000
理療,589,(2) 医療制度の現状と課題,7Df1503200000000
理療,590,ア  医学の分野        ,7Df1503210000000
理療,591,イ   医療と社会         ,7Df1503220000000
理療,592,ウ  医療従事者,7Df1503230000000
理療,593,エ  医療機関        ,7Df1503240000000
理療,594,オ  医療行政,7Df1503250000000
理療,595,(3) 理療の現状と課題,7Df1503300000000
理療,596,ア  現代の東洋医学        ,7Df1503310000000
理療,597,イ   理療の概念         ,7Df1503320000000
理療,598,ウ  諸外国の理療,7Df1503330000000
理療,599,エ  理療の課題,7Df1503340000000
理療,600,(4)理療従事者の倫理,7Df1503400000000
理療,601,ア  医療と倫理        ,7Df1503410000000
理療,602,イ   理療と倫理,7Df1503420000000
理療,603,(5)あん摩マッサージ指圧師， はり師， きゅう師等に関する法律,7Df1503500000000
理療,604,ア  法令の沿革        ,7Df1503510000000
理療,605,イ   法令の主な内容,7Df1503520000000
理療,606,(6)関係法規の概要,7Df1503600000000
理療,607,ア  医事関係法規        ,7Df1503610000000
理療,608,イ   その他の関係法規,7Df1503620000000
理療,609,３　内容の取扱い,7Df1505000000000
理療,610,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7Df1505100000000
理療,611,ア  指導に当たっては， 理療の医療における位置付けについて， 十分理解を促すよう， 理療以外の他の医学の歴史や現状， 諸外国における理療の現状などを踏まえて取り扱うこと。,7Df1505110000000
理療,612,イ   内容の(3)及び(4)については，  「地域理療と理療経営」 との関連を考慮して指導すること。,7Df1505120000000
理療,613,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Df1505200000000
理療,614,ア  内容の(2)については，基礎医学，臨床医学等について，身近な事例を取り上げながら，現代の医療制度の現状とその当面する課題を具体的に理解できるようにすること。,7Df1505210000000
理療,615,イ   内容の(3)のアについては，湯液，鍼灸， あん摩・マッサージ・指圧等の現代における意義と役割を扱うこと。 特に， 代替医療が注目されていることと理療の果たす役割についても理解できるよ うにすること。,7Df1505220000000
理療,616,ウ   内容の(3)のウについては，鍼灸， あん摩・マッサージ・指圧のアジアを中心とした諸外国における現状も取り扱い，  日本における理療の役割について理解を促すよう具体的に指導すること。,7Df1505230000000
理療,617,エ  内容の(4)については， 国民の健康の保持増進及び疾病の治療に寄与する観点から， 理療従事者の心構えや倫理観， 患者の権利， 守秘義務等について， 十分な理解を促すよう具体的に指導すること。,7Df1505240000000
理療,618,オ  内容の(6)のアについては，  「医療法」，  「医師法」等の概要を，イについては，  「高齢者の医療の確保に関する法律」，  「介護保険法」 等の概要を扱うこと。,7Df1505250000000
理療,619,［人体の構造と機能］,7Df2500000000000
理療,620,"１　目標
理療に必要な人体諸器官の形態と構造及び機能を相互に関連付けて理解させ，  これを施術に応用する能力と態度を育てる。",7Df2502000000000
理療,621,２　内容,7Df2503000000000
理療,622,(1)解剖学の基礎,7Df2503100000000
理療,623,ア  人体の構成        ,7Df2503110000000
理療,624,イ   細胞         ,7Df2503120000000
理療,625,ウ  組織        ,7Df2503130000000
理療,626,エ  器官と器官系,7Df2503140000000
理療,627,オ  人体の発生,7Df2503150000000
理療,628,(2) 人体の系統別構造及び生体の観察,7Df2503200000000
理療,629,ア  運動器系         ,7Df2503210000000
理療,630,イ   消化器系         ,7Df2503220000000
理療,631,ウ  呼吸器系,7Df2503230000000
理療,632,エ  泌尿・生殖器系         ,7Df2503240000000
理療,633,オ  内分泌系         ,7Df2503250000000
理療,634,カ  循環器系,7Df2503260000000
理療,635,キ  神経系         ,7Df2503270000000
理療,636,ク  感覚器系         ,7Df2503280000000
理療,637,ケ  主な部位の局所解剖,7Df2503290000000
理療,638,(3)生理学の基礎,7Df2503300000000
理療,639,ア  生理機能の概要        ,7Df2503310000000
理療,640,イ   生体の物理化学的基礎,7Df2503320000000
理療,641,ウ  細胞の興奮性,7Df2503330000000
理療,642,(4)人体の機能,7Df2503400000000
理療,643,ア  筋肉の働き         ,7Df2503410000000
理療,644,イ  循環と呼吸         ,7Df2503420000000
理療,645,ウ  消化と吸収,7Df2503430000000
理療,646,エ  排泄        ,7Df2503440000000
理療,647,オ  代謝と体温        ,7Df2503450000000
理療,648,カ   内分泌         ,7Df2503460000000
理療,649,キ  生殖と成長,7Df2503470000000
理療,650,ク  神経の働き         ,7Df2503480000000
理療,651,ケ  感覚,7Df2503490000000
理療,652,(5)生体機能の協調,7Df2503500000000
理療,653,ア  身体の運動        ,7Df2503510000000
理療,654,イ   全身的協調         ,7Df2503520000000
理療,655,ウ  生体の防御機構,7Df2503530000000
理療,656,３　内容の取扱い,7Df2505000000000
理療,657,(1)内容の構成及びその取扱いに当たっては，次の事項に配慮するものとする。,7Df2505100000000
理療,658,ア  指導に当たっては，人体についての理解が，知識に偏ることがないよう実験・実習を取り入れるようにすること。,7Df2505110000000
理療,659,イ   内容の(2)については， 標本， 模型などを有効に活用して， 指導の効果を高めるよう配慮すること。,7Df2505120000000
理療,660,ウ  内容の(5)については，  「疾病の成り立ちと予防」 との関連を考慮して扱うこと。,7Df2505130000000
理療,661,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Df2505200000000
理療,662,"ア  内容の(2)については， 理療施術と関連の深いア， カ及びキに重点を置いて扱うこと。
ケについては， 理療施術と関連の深い部位を中心に指導すること。 特に，  リスク管理の上で必要な部位に重点を置いて扱うこと。",7Df2505210000000
理療,663,［疾病の成り立ちと予防］,7Df3500000000000
理療,664,"１　目標
健康の保持増進， 疾病の成り立ちと予防に関する基礎的な知識を習得させ，  これを施術に応用する能力と態度を育てる。",7Df3502000000000
理療,665,２　内容,7Df3503000000000
理療,666,(1)衛生学・公衆衛生学の概要,7Df3503100000000
理療,667,ア  衛生学・公衆衛生学の意義        ,7Df3503110000000
理療,668,イ  衛生学・公衆衛生学の歴史,7Df3503120000000
理療,669,(2) 健康の保持増進と生活,7Df3503200000000
理療,670,ア  健康の概念        ,7Df3503210000000
理療,671,イ  健康の管理,7Df3503220000000
理療,672,ウ  食生活と健康,7Df3503230000000
理療,673,(3) 生活環境と公害,7Df3503300000000
理療,674,ア  環境と健康        ,7Df3503310000000
理療,675,イ   地域の環境衛生,7Df3503320000000
理療,676,ウ  衣服と住居,7Df3503330000000
理療,677,エ  公害,7Df3503340000000
理療,678,(4)産業衛生，精神衛生及び母子衛生,7Df3503400000000
理療,679,ア  産業衛生        ,7Df3503410000000
理療,680,イ   精神衛生,7Df3503420000000
理療,681,ウ  母子衛生,7Df3503430000000
理療,682,(5)生活習慣病,7Df3503500000000
理療,683,ア  生活習慣病の概念        ,7Df3503510000000
理療,684,イ   生活習慣病の発生要因,7Df3503520000000
理療,685,ウ  生活習慣病の予防対策,7Df3503530000000
理療,686,(6)感染症対策,7Df3503600000000
理療,687,ア  感染症の概念        ,7Df3503610000000
理療,688,イ  感染症の発生要因,7Df3503620000000
理療,689,ウ  感染症の予防対策,7Df3503630000000
理療,690,(7)消毒,7Df3503700000000
